date,close
1995-01-02,99.98435446036963
1995-01-03,99.98622634270207
1995-01-04,99.98422214283939
1995-01-05,99.97371439894141
1995-01-06,99.9611268909434
1995-01-09,99.95572369860989
1995-01-10,99.9591802960651
1995-01-11,99.95325699214645
1995-01-12,99.96594969809043
1995-01-13,99.97154355893856
1995-01-16,99.98298985191883
1995-01-17,99.98502522529448
1995-01-18,99.97635055730893
1995-01-19,99.98365957279289
1995-01-20,99.99886088583092
1995-01-23,100.00521048442673
1995-01-24,100.0134007354456
1995-01-25,100.0064719144012
1995-01-26,100.00373369292954
1995-01-27,100.00696678056562
1995-01-30,100.02129782543408
1995-01-31,100.03488258500661
1995-02-01,100.03539487210303
1995-02-02,100.03188542706674
1995-02-03,100.02885350180244
1995-02-06,100.03386303770654
1995-02-07,100.0414880145766
1995-02-08,100.04058927226569
1995-02-09,100.05902238854159
1995-02-10,100.05599807552852
1995-02-13,100.06300985970695
1995-02-14,100.05570425894975
1995-02-15,100.03601560315619
1995-02-16,100.04186244688455
1995-02-17,100.03565592737446
1995-02-20,100.03841064104965
1995-02-21,100.04107837259966
1995-02-22,100.03680102083064
1995-02-23,100.02494446525772
1995-02-24,100.01737751648344
1995-02-27,100.02824239784853
1995-02-28,100.03313232104799
1995-03-01,100.02004083516836
1995-03-02,100.00945338290477
1995-03-03,100.02307769157639
1995-03-06,100.02557870956848
1995-03-07,100.03535668307092
1995-03-08,100.03571581447557
1995-03-09,100.03122180174006
1995-03-10,100.04478213667447
1995-03-13,100.0455161317864
1995-03-14,100.04573310648144
1995-03-15,100.05001348266723
1995-03-16,100.04050697635631
1995-03-17,100.04228637895285
1995-03-20,100.02918414883804
1995-03-21,100.03227211124471
1995-03-22,100.03142206232576
1995-03-23,100.03983967414472
1995-03-24,100.03590003438181
1995-03-27,100.03346089803146
1995-03-28,100.05413068284462
1995-03-29,100.05211424562805
1995-03-30,100.0706285953923
1995-03-31,100.07947832213947
1995-04-03,100.07737664967597
1995-04-04,100.06248896927585
1995-04-05,100.05188500807233
1995-04-06,100.06652755136463
1995-04-07,100.07142838512277
1995-04-10,100.0598677337447
1995-04-11,100.05286617979432
1995-04-12,100.0253697757888
1995-04-13,100.02948912309657
1995-04-14,100.04052953799483
1995-04-17,100.01931679300264
1995-04-18,99.99147659868208
1995-04-19,99.9976315206065
1995-04-20,100.01087591686941
1995-04-21,99.99521379432237
1995-04-24,100.00713472418809
1995-04-25,100.00167407422683
1995-04-26,99.99847233410713
1995-04-27,100.0100542711271
1995-04-28,100.01348320649255
1995-05-01,100.010522064513
1995-05-02,99.99763472273058
1995-05-03,99.97203399369053
1995-05-04,99.97980318577922
1995-05-05,99.99599730643101
1995-05-08,99.99940744347823
1995-05-09,99.9872795960154
1995-05-10,100.01435955519007
1995-05-11,100.02312326061103
1995-05-12,100.00817242185298
1995-05-15,100.0193698297382
1995-05-16,100.01153375605953
1995-05-17,100.01069382815582
1995-05-18,100.00834525892014
1995-05-19,100.01014678369957
1995-05-22,100.00451045243676
1995-05-23,100.01280769326983
1995-05-24,99.99871773777605
1995-05-25,100.00291518649512
1995-05-26,100.01195476240335
1995-05-29,100.02788436566728
1995-05-30,100.03234684785278
1995-05-31,100.03155412684472
1995-06-01,100.03598715280775
1995-06-02,100.04703548243559
1995-06-05,100.05969187577182
1995-06-06,100.05129480201447
1995-06-07,100.04125004300425
1995-06-08,100.03081076858228
1995-06-09,100.04249928515188
1995-06-12,100.04252953612709
1995-06-13,100.04415137318072
1995-06-14,100.05617554182086
1995-06-15,100.06025287857574
1995-06-16,100.05051672126599
1995-06-19,100.04689600031107
1995-06-20,100.04043400832788
1995-06-21,100.03415142986995
1995-06-22,100.0398450918815
1995-06-23,100.04890601408174
1995-06-26,100.04981083795114
1995-06-27,100.05118322454251
1995-06-28,100.05519432412055
1995-06-29,100.05949782760591
1995-06-30,100.06411692144349
1995-07-03,100.07178441456475
1995-07-04,100.06341910205852
1995-07-05,100.06602419315323
1995-07-06,100.06452992229534
1995-07-07,100.06861972924692
1995-07-10,100.0801840767919
1995-07-11,100.08438596814804
1995-07-12,100.07479588941504
1995-07-13,100.09327316191789
1995-07-14,100.09824713755316
1995-07-17,100.09463742865603
1995-07-18,100.10378364855046
1995-07-19,100.11079724791152
1995-07-20,100.09823717311328
1995-07-21,100.10549969800691
1995-07-24,100.10336087497782
1995-07-25,100.10087578947588
1995-07-26,100.0976451784262
1995-07-27,100.09553428386828
1995-07-28,100.10177937813751
1995-07-31,100.11367247144858
1995-08-01,100.11154841411556
1995-08-02,100.12262479427554
1995-08-03,100.11505764624296
1995-08-04,100.11114932427525
1995-08-07,100.10680178111078
1995-08-08,100.12026967659851
1995-08-09,100.12039327660263
1995-08-10,100.11396897937917
1995-08-11,100.12304040606239
1995-08-14,100.1211510136874
1995-08-15,100.13831041111804
1995-08-16,100.1302918018521
1995-08-17,100.13492087928653
1995-08-18,100.14522689634175
1995-08-21,100.1458467184295
1995-08-22,100.1424276090805
1995-08-23,100.14782705886442
1995-08-24,100.15445752864089
1995-08-25,100.16554197032865
1995-08-28,100.18791994069451
