date,close
2015-01-01,1000.0836207352323
2015-01-02,1000.0825153535837
2015-01-05,999.1324890088654
2015-01-06,999.310984932965
2015-01-07,999.178335828331
2015-01-08,998.7614886708312
2015-01-09,999.6427317591284
2015-01-12,998.9095223478747
2015-01-13,998.4452660111398
2015-01-14,999.2790901366269
2015-01-15,999.2986956415898
2015-01-16,999.7424711013492
2015-01-19,1000.0166743034932
2015-01-20,999.9597557396077
2015-01-21,1000.0479435950707
2015-01-22,999.8760497376591
2015-01-23,1000.2776679664107
2015-01-26,1001.1818602122762
2015-01-27,1001.2244275551425
2015-01-28,1002.2083576306737
2015-01-29,1002.4220105770997
2015-01-30,1002.3708971898311
2015-02-02,1002.4933721826201
2015-02-03,1002.7899507816318
2015-02-04,1003.9024043934326
2015-02-05,1004.8406585620229
2015-02-06,1004.2829580160027
2015-02-09,1004.2722719407896
2015-02-10,1004.0413362821779
2015-02-11,1003.6994619525397
2015-02-12,1003.2843114713486
2015-02-13,1003.5748281771995
2015-02-16,1003.4245111779236
2015-02-17,1003.2251278289195
2015-02-18,1003.1605083639143
2015-02-19,1003.8848145764733
2015-02-20,1004.355594435866
2015-02-23,1004.1265582022894
2015-02-24,1003.8336477726868
2015-02-25,1003.4495130548777
2015-02-26,1003.8048328546081
2015-02-27,1003.4051791996156
2015-03-02,1003.3343832499746
2015-03-03,1003.2413412247885
2015-03-04,1003.4557450369492
2015-03-05,1003.8353738983856
2015-03-06,1004.2469078526568
2015-03-09,1004.4483631812064
2015-03-10,1004.3519890893755
2015-03-11,1004.5320886416163
2015-03-12,1004.0257048243113
2015-03-13,1005.1417813588031
2015-03-16,1005.5388508675882
2015-03-17,1004.7807481739009
2015-03-18,1005.1833733344022
2015-03-19,1005.2777963046848
2015-03-20,1005.3069110975136
2015-03-23,1005.5024916797406
2015-03-24,1005.5081571095033
2015-03-25,1005.5672539840494
2015-03-26,1004.8579294483761
2015-03-27,1005.3098240462155
2015-03-30,1005.1744417204334
2015-03-31,1006.0599839463555
2015-04-01,1006.6827424140474
2015-04-02,1007.3217279490063
2015-04-03,1007.1869822488375
2015-04-06,1007.2857372563078
2015-04-07,1007.4120430008331
2015-04-08,1006.6709996672249
2015-04-09,1006.3184459728254
2015-04-10,1006.3894149127797
2015-04-13,1006.3242319204719
2015-04-14,1005.890600924028
2015-04-15,1006.5269681363078
2015-04-16,1006.5185050596259
2015-04-17,1006.1664237923436
2015-04-20,1006.7534979557557
2015-04-21,1006.3796324849352
2015-04-22,1006.4909024763149
2015-04-23,1006.4200414301747
2015-04-24,1005.8035380666153
2015-04-27,1005.8429342286856
2015-04-28,1006.4054774830087
2015-04-29,1006.6556406135869
2015-04-30,1006.5681030097966
2015-05-01,1007.2937028236619
2015-05-04,1006.3516734370157
2015-05-05,1006.2576627922084
2015-05-06,1005.512702007979
2015-05-07,1005.9312220879937
2015-05-08,1006.1343054807863
2015-05-11,1005.0198562595907
2015-05-12,1006.2636989748761
2015-05-13,1005.2449253222693
2015-05-14,1005.0014945007102
2015-05-15,1004.1703769273939
2015-05-18,1004.0747112540591
2015-05-19,1004.0038051914714
2015-05-20,1004.2486080015873
2015-05-21,1004.0276649314084
2015-05-22,1003.9796194138148
2015-05-25,1003.7637420324901
2015-05-26,1003.3255093295126
2015-05-27,1004.1109920466962
2015-05-28,1004.250330049147
2015-05-29,1003.7217735527355
2015-06-01,1003.5925876610463
2015-06-02,1004.0159717000633
2015-06-03,1004.5590696619089
2015-06-04,1003.8288686915213
2015-06-05,1003.7476546954824
2015-06-08,1003.5311981181275
2015-06-09,1003.2554606870837
2015-06-10,1003.516887134869
2015-06-11,1003.18982471827
2015-06-12,1004.1658705350607
2015-06-15,1003.5733476169248
2015-06-16,1003.3297917590224
2015-06-17,1002.8529064873843
2015-06-18,1003.397576339999
2015-06-19,1003.3266256011093
2015-06-22,1003.2268014389758
2015-06-23,1004.1597464516136
2015-06-24,1003.5628529936356
2015-06-25,1003.5449082797252
2015-06-26,1003.1930701577896
2015-06-29,1004.1138433356696
2015-06-30,1003.6612848241638
2015-07-01,1003.4406125978738
2015-07-02,1003.6904258189275
2015-07-03,1004.3519313758138
2015-07-06,1004.3137042923098
2015-07-07,1004.5418786434936
2015-07-08,1004.4735739499457
2015-07-09,1004.6182220643756
2015-07-10,1004.5940013485948
2015-07-13,1005.6979313833685
2015-07-14,1005.2250911031438
2015-07-15,1004.9188829377524
2015-07-16,1004.8864382857159
2015-07-17,1004.559327889782
2015-07-20,1004.5525687541746
2015-07-21,1004.1731122771482
2015-07-22,1003.898745504634
2015-07-23,1004.6178227492551
2015-07-24,1005.3008286625245
2015-07-27,1005.0489324560148
2015-07-28,1004.5890355593101
2015-07-29,1004.1349823769408
2015-07-30,1004.4021290339717
2015-07-31,1005.1517163322305
2015-08-03,1005.5318242529531
2015-08-04,1005.4983329069915
2015-08-05,1005.5419029519543
2015-08-06,1005.6191456607042
2015-08-07,1005.610553116856
2015-08-10,1006.6480126276163
2015-08-11,1007.1446309467087
2015-08-12,1007.3783224620676
2015-08-13,1007.5413582116986
2015-08-14,1007.0909163050009
2015-08-17,1007.4394915978104
2015-08-18,1007.2813237313534
2015-08-19,1007.83628868514
2015-08-20,1008.6140165791763
2015-08-21,1008.0785930093996
2015-08-24,1008.2614131990928
2015-08-25,1007.298768543754
2015-08-26,1007.1550262917517
2015-08-27,1006.4970954281638
2015-08-28,1006.4573528935576
2015-08-31,1006.0212478143912
2015-09-01,1006.2703499842773
2015-09-02,1006.6703476441112
2015-09-03,1006.6023037414753
2015-09-04,1006.2689476226369
2015-09-07,1005.8419260227327
2015-09-08,1005.7115851540934
2015-09-09,1005.8355126716125
2015-09-10,1006.8778843619399
2015-09-11,1006.9606077925981
2015-09-14,1006.3141817702115
2015-09-15,1006.3560119433914
2015-09-16,1005.9794228934348
2015-09-17,1006.8079832661781
2015-09-18,1006.950556716302
2015-09-21,1007.0250902452271
2015-09-22,1007.1826382385411
2015-09-23,1007.7880118720817
2015-09-24,1008.2346728674312
2015-09-25,1008.0095928438011
2015-09-28,1007.2816721215813
2015-09-29,1006.8495296627129
2015-09-30,1007.1873580274867
2015-10-01,1007.2984406093822
2015-10-02,1008.4368830684768
2015-10-05,1008.5506851881445
2015-10-06,1008.4544058239486
2015-10-07,1009.3456099574647
2015-10-08,1009.6293186292562
2015-10-09,1009.611227866132
2015-10-12,1009.7657816274613
2015-10-13,1009.9752910859097
2015-10-14,1009.4131621527032
2015-10-15,1009.3842418473813
2015-10-16,1009.2183054366004
2015-10-19,1008.9366573959306
2015-10-20,1009.691141738055
2015-10-21,1010.8638856430495
2015-10-22,1010.3175093182073
2015-10-23,1010.3143015923104
2015-10-26,1010.2926777670109
2015-10-27,1010.7939376952646
2015-10-28,1010.2441500061248
2015-10-29,1009.4817298314894
2015-10-30,1009.5187439752726
2015-11-02,1008.7511346040445
2015-11-03,1008.8832424626364
2015-11-04,1009.1058154137606
2015-11-05,1008.7291928911498
2015-11-06,1007.7789264324394
2015-11-09,1007.6916235556826
2015-11-10,1006.62239549689
2015-11-11,1006.9809151311193
2015-11-12,1007.1106884368318
2015-11-13,1006.5734804019519
2015-11-16,1006.0344945169985
2015-11-17,1006.5731670727274
2015-11-18,1006.0236235068143
2015-11-19,1006.5617612091152
2015-11-20,1006.4245175500375
2015-11-23,1007.0413533365337
2015-11-24,1006.5464631872974
2015-11-25,1006.1762762446169
2015-11-26,1005.817103888377
2015-11-27,1006.5067342968332
2015-11-30,1006.9156124232044
2015-12-01,1007.3370277434706
2015-12-02,1007.6362513894212
2015-12-03,1008.0353267692755
2015-12-04,1008.0626646411075
2015-12-07,1008.0229203908102
2015-12-08,1007.8534163854242
2015-12-09,1008.3159231648873
2015-12-10,1008.9113861423524
2015-12-11,1008.9002643152736
2015-12-14,1008.0530226130804
2015-12-15,1008.6624140578906
2015-12-16,1008.7181035018642
2015-12-17,1008.8639496721628
2015-12-18,1008.9714998423618
2015-12-21,1008.5904156533949
2015-12-22,1008.8553865869538
2015-12-23,1009.1813346372902
2015-12-24,1009.1553434551952
2015-12-25,1009.714318321351
2015-12-28,1009.8962065243522
2015-12-29,1009.5203912741564
2015-12-30,1009.6247635208018
2015-12-31,1010.6495854894737
2016-01-01,1010.4647041782131
2016-01-04,1010.2866321361081
2016-01-05,1010.3974099190629
2016-01-06,1010.5651217978507
2016-01-07,1011.0407293541548
2016-01-08,1011.3602344569099
2016-01-11,1011.2346969488128
2016-01-12,1011.4005794885963
2016-01-13,1010.7182974063718
2016-01-14,1010.883208016446
2016-01-15,1011.2244743079491
2016-01-18,1010.9199978393335
2016-01-19,1010.46365432225
2016-01-20,1010.4310221900879
2016-01-21,1010.165707976661
2016-01-22,1010.136111076716
2016-01-25,1011.1435097498729
2016-01-26,1011.4042150409455
2016-01-27,1011.3174403185623
2016-01-28,1011.1176406121108
2016-01-29,1010.4430684396895
2016-02-01,1010.6572392757329
2016-02-02,1010.6593124334595
2016-02-03,1011.5961914840415
2016-02-04,1011.471937886864
2016-02-05,1011.8661812409107
2016-02-08,1011.8164046988953
2016-02-09,1010.3980878652286
2016-02-10,1009.6517585977198
2016-02-11,1009.7563598891221
2016-02-12,1009.9696429450522
2016-02-15,1010.2541641554596
2016-02-16,1010.8907735137409
2016-02-17,1011.5841673928079
2016-02-18,1011.3517108240848
2016-02-19,1012.4816980876692
2016-02-22,1011.8848542059384
2016-02-23,1011.5396740543123
2016-02-24,1011.218216111239
2016-02-25,1011.7395618215279
2016-02-26,1011.7002454886212
2016-02-29,1012.1969343822243
2016-03-01,1012.0505663861945
2016-03-02,1011.0895897181542
